//X	Y	Z	Deviation[]	Amplitude[dB]	Reflectance[dB]
-5.925499916	19.059499741	-0.907249987	1.0000000000	24.2700004578	-7.5100002289
-5.924749851	19.058000565	-0.905499995	2.0000000000	24.7000007629	-7.0799999237
-5.925749779	19.058000565	-0.904250026	2.0000000000	23.6700000763	-8.1099996567
-5.927999973	19.062250137	-0.907249987	1.0000000000	23.4799995422	-8.3000001907
-5.924749851	19.062999725	-0.907500029	1.0000000000	23.8199996948	-7.9600000381
-5.927000046	19.062000275	-0.905499995	3.0000000000	23.7600002289	-8.0200004578
-5.924250126	19.062250137	-0.905250013	1.0000000000	23.8500003815	-7.9299998283
-5.928500175	19.065999985	-0.911750019	1.0000000000	23.2299995422	-8.5500001907
-5.928500175	19.066499710	-0.910000026	1.0000000000	23.8899993896	-7.8899998665
-5.926249981	19.066499710	-0.910250008	2.0000000000	24.0200004578	-7.7600002289
-5.927499771	19.065250397	-0.908749998	2.0000000000	23.8600006104	-7.9200000763
-5.925250053	19.064500809	-0.908249974	2.0000000000	15.5100002289	-8.2299995422
-5.926000118	19.066999435	-0.908749998	1.0000000000	24.1299991608	-7.6500000954
-5.923749924	19.065250397	-0.910499990	1.0000000000	23.7500000000	-8.0299997330
-5.922249794	19.066999435	-0.911750019	0.0000000000	24.6299991608	-7.1500000954
-5.923250198	19.064750671	-0.908500016	2.0000000000	23.6499996185	-8.1300001144
-5.923749924	19.067750931	-0.909500003	3.0000000000	23.9799995422	-7.8000001907
-5.924749851	19.068500519	-0.910749972	2.0000000000	23.7999992371	-7.9800000191
-5.923250198	19.070499420	-0.911000013	0.0000000000	25.0599994659	-6.7199997902
-5.921249866	19.070249557	-0.911249995	2.0000000000	25.0900001526	-6.6900000572
-5.923749924	19.069250107	-0.908999979	1.0000000000	24.0100002289	-7.7699999809
-5.922999859	19.070499420	-0.909500003	5.0000000000	24.6700000763	-7.1100001335
-5.921750069	19.070999146	-0.908999979	4.0000000000	24.7399997711	-7.0399999619
-5.921249866	19.071750641	-0.908249974	3.0000000000	21.3799991608	-6.1100001335
-5.926499844	19.063999176	-0.907249987	2.0000000000	23.6800003052	-8.1000003815
-5.924250126	19.064500809	-0.907999992	3.0000000000	23.6499996185	-8.1300001144
-5.926249981	19.063999176	-0.905499995	1.0000000000	23.7099990845	-8.0699996948
-5.924499989	19.065500259	-0.906000018	6.0000000000	23.5000000000	-8.2799997330
-5.925250053	19.065999985	-0.904250026	4.0000000000	23.6399993896	-8.1400003433
-5.921249866	19.064750671	-0.906250000	2.0000000000	20.3299999237	-7.1599998474
-5.923500061	19.067750931	-0.907999992	0.0000000000	23.6399993896	-8.1400003433
-5.923250198	19.065000534	-0.906000018	2.0000000000	23.5499992371	-8.2299995422
-5.923999786	19.067499161	-0.904500008	1.0000000000	23.4400005341	-8.3400001526
-5.924499989	19.069749832	-0.905749977	5.0000000000	23.5100002289	-8.2700004578
-5.923250198	19.068750381	-0.906250000	0.0000000000	23.8600006104	-7.9200000763
-5.922749996	19.070499420	-0.907999992	0.0000000000	24.3099994659	-7.4699997902
-5.922999859	19.068000793	-0.904250026	2.0000000000	23.7500000000	-8.0299997330
-5.921249866	19.070499420	-0.904500008	1.0000000000	24.5900001526	-7.1900000572
-5.926750183	19.055999756	-0.903999984	2.0000000000	23.2999992371	-8.4799995422
-5.925749779	19.058500290	-0.902750015	2.0000000000	23.6499996185	-8.1300001144
-5.925250053	19.059000015	-0.902999997	1.0000000000	24.2600002289	-7.5199999809
-5.927999973	19.056749344	-0.900250018	0.0000000000	22.7000007629	-9.0799999237
-5.924499989	19.057750702	-0.901000023	1.0000000000	21.0200004578	-6.4699997902
-5.927000046	19.058000565	-0.901499987	3.0000000000	23.8299999237	-7.9499998093
-5.926249981	19.058500290	-0.900749981	2.0000000000	23.5599994659	-8.2200002670
-5.924749851	19.059499741	-0.901000023	3.0000000000	23.8899993896	-7.8899998665
-5.924250126	19.060249329	-0.902750015	5.0000000000	23.6700000763	-8.1099996567
-5.925749779	19.062250137	-0.903999984	4.0000000000	23.6900005341	-8.0900001526
-5.926000118	19.060249329	-0.900500000	2.0000000000	24.2299995422	-7.5500001907
-5.924499989	19.062999725	-0.900500000	1.0000000000	24.3500003815	-7.4299998283
-5.923500061	19.061250687	-0.902999997	4.0000000000	23.9400005341	-7.8400001526
-5.923250198	19.062500000	-0.902750015	4.0000000000	23.6599998474	-8.1199998856
-5.926249981	19.056749344	-0.899749994	2.0000000000	23.9799995422	-7.8000001907
-5.927249908	19.059749603	-0.898750007	3.0000000000	23.5599994659	-8.2200002670
-5.925499916	19.059249878	-0.898249984	3.0000000000	24.6800003052	-7.0999999046
-5.926249981	19.057249069	-0.897750020	2.0000000000	23.7000007629	-8.0799999237
-5.925499916	19.061250687	-0.898999989	0.0000000000	23.7600002289	-8.0200004578
-5.926499844	19.061750412	-0.897249997	2.0000000000	24.1399993896	-7.6399998665
-5.925499916	19.063749313	-0.897499979	1.0000000000	23.9899997711	-7.7899999619
-5.923749924	19.061750412	-0.898249984	3.0000000000	24.6499996185	-7.1300001144
-5.922249794	19.062500000	-0.896499991	1.0000000000	24.0699996948	-7.7100000381
-5.925499916	19.064750671	-0.900749981	3.0000000000	23.3899993896	-8.3900003433
-5.924250126	19.067249298	-0.901000023	1.0000000000	23.4300003052	-8.3500003815
-5.925000191	19.067499161	-0.900749981	2.0000000000	23.8600006104	-7.9200000763
-5.923999786	19.065999985	-0.903500021	4.0000000000	23.7999992371	-7.9800000191
-5.924250126	19.068000793	-0.902499974	2.0000000000	23.4400005341	-8.3400001526
-5.923250198	19.068500519	-0.902249992	2.0000000000	24.2900009155	-7.4899997711
-5.920499802	19.069250107	-0.902249992	4.0000000000	24.2600002289	-7.5199999809
-5.922999859	19.070249557	-0.902750015	4.0000000000	23.8099994659	-7.9699997902
-5.923250198	19.069749832	-0.901000023	2.0000000000	23.7000007629	-8.0799999237
-5.924749851	19.063999176	-0.899249971	4.0000000000	23.3700008392	-8.4099998474
-5.924250126	19.065750122	-0.898750007	1.0000000000	15.9700002670	-7.7699999809
-5.924499989	19.066749573	-0.898500025	1.0000000000	24.0900001526	-7.6900000572
-5.924499989	19.066749573	-0.897499979	2.0000000000	23.6100006104	-8.1700000763
-5.924749851	19.067499161	-0.896499991	1.0000000000	24.1299991608	-7.6500000954
-5.922999859	19.065250397	-0.899500012	2.0000000000	23.3199996948	-8.4600000381
-5.921999931	19.065000534	-0.899249971	2.0000000000	21.2399997711	-6.2500000000
-5.922500134	19.067499161	-0.899999976	1.0000000000	24.1800003052	-7.5999999046
-5.922249794	19.067249298	-0.898249984	3.0000000000	23.8999996185	-7.8800001144
-5.923500061	19.069250107	-0.899249971	1.0000000000	23.6100006104	-8.1700000763
-5.921000004	19.069499969	-0.898500025	4.0000000000	24.1299991608	-7.6500000954
-5.922249794	19.071750641	-0.899500012	2.0000000000	23.8500003815	-7.9299998283
-5.922999859	19.068000793	-0.897499979	1.0000000000	23.9300003052	-7.8499999046
-5.921999931	19.071750641	-0.897249997	1.0000000000	23.6200008392	-8.1599998474
-5.919499874	19.069749832	-0.926500022	3.0000000000	26.2299995422	-5.5500001907
-5.918250084	19.070999146	-0.926500022	0.0000000000	21.1599998474	-6.3299999237
-5.920000076	19.069999695	-0.924749970	4.0000000000	26.3500003815	-5.4299998283
-5.919250011	19.066999435	-0.920750022	2.0000000000	13.9200000763	-6.3499999046
-5.919250011	19.069749832	-0.920750022	2.0000000000	17.6499996185	-5.7899999619
-5.919000149	19.071250916	-0.921750009	2.0000000000	25.7299995422	-6.0500001907
-5.919000149	19.070999146	-0.921000004	1.0000000000	21.1100006104	-6.3800001144
-5.918499947	19.070249557	-0.919499993	4.0000000000	25.4799995422	-6.3000001907
-5.919000149	19.071250916	-0.912500024	1.0000000000	24.8500003815	-6.9299998283
-5.914500237	19.062999725	-0.910000026	0.0000000000	13.1800003052	-7.5300002098
-5.919000149	19.067499161	-0.904749990	1.0000000000	18.1200008392	-5.3200001717
-5.918749809	19.071500778	-0.906000018	3.0000000000	16.8600006104	-6.5799999237
-5.919000149	19.066499710	-0.902249992	0.0000000000	14.0399999619	-6.2300000191
-5.919750214	19.070749283	-0.901499987	3.0000000000	21.7999992371	-5.6900000572
-5.919499874	19.071750641	-0.901750028	2.0000000000	24.8199996948	-6.9600000381
-5.924250126	19.072250366	-0.959999979	2.0000000000	23.6800003052	-8.1000003815
-5.924250126	19.074249268	-0.958249986	3.0000000000	23.2700004578	-8.5100002289
-5.924250126	19.073499680	-0.957000017	0.0000000000	23.4200000763	-8.3599996567
-5.923749924	19.072750092	-0.959500015	1.0000000000	23.7900009155	-7.9899997711
-5.923999786	19.075750351	-0.959999979	5.0000000000	23.4599990845	-8.3199996948
-5.922500134	19.074750900	-0.958750010	1.0000000000	23.6100006104	-8.1700000763
-5.921999931	19.074750900	-0.958249986	3.0000000000	24.2600002289	-7.5199999809
-5.920499802	19.075500488	-0.958249986	3.0000000000	24.6399993896	-7.1399998665
-5.923749924	19.072999954	-0.957249999	3.0000000000	23.8500003815	-7.9299998283
-5.922249794	19.074249268	-0.957249999	1.0000000000	23.3799991608	-8.3999996185
-5.920750141	19.076499939	-0.959249973	2.0000000000	24.2199993134	-7.5599999428
-5.921999931	19.077749252	-0.957499981	3.0000000000	24.3999996185	-7.3800001144
-5.925749779	19.072250366	-0.953249991	3.0000000000	23.6900005341	-8.0900001526
-5.925250053	19.073749542	-0.952250004	2.0000000000	23.2500000000	-8.5299997330
-5.924250126	19.073999405	-0.953499973	2.0000000000	23.4899997711	-8.2899999619
-5.922999859	19.072000504	-0.955250025	1.0000000000	23.7000007629	-8.0799999237
-5.923999786	19.074750900	-0.955500007	4.0000000000	23.3899993896	-8.3900003433
-5.922249794	19.075000763	-0.954249978	2.0000000000	23.1000003815	-8.6800003052
-5.921750069	19.073999405	-0.955999970	0.0000000000	24.3199996948	-7.4600000381
-5.921750069	19.075750351	-0.955749989	1.0000000000	23.6900005341	-8.0900001526
-5.920249939	19.075500488	-0.955749989	3.0000000000	24.4300003052	-7.3499999046
-5.922999859	19.072250366	-0.952750027	4.0000000000	23.9899997711	-7.7899999619
-5.921000004	19.073499680	-0.953499973	0.0000000000	24.2900009155	-7.4899997711
-5.923250198	19.074750900	-0.952499986	2.0000000000	23.0499992371	-8.7299995422
-5.920750141	19.075000763	-0.953249991	2.0000000000	23.8999996185	-7.8800001144
-5.921000004	19.076749802	-0.953249991	3.0000000000	24.2399997711	-7.5399999619
-5.920249939	19.077999115	-0.953249991	3.0000000000	24.7500000000	-7.0300002098
-5.921000004	19.080749512	-0.957499981	1.0000000000	25.0100002289	-6.7699999809
-5.920750141	19.083999634	-0.957499981	1.0000000000	24.6399993896	-7.1399998665
-5.925000191	19.072999954	-0.948750019	1.0000000000	23.5300006866	-8.2500000000
-5.923999786	19.073499680	-0.950749993	3.0000000000	23.1200008392	-8.6599998474
-5.920750141	19.072999954	-0.951250017	2.0000000000	24.5699996948	-7.2100000381
-5.921750069	19.073999405	-0.951250017	2.0000000000	24.1499996185	-7.6300001144
-5.920249939	19.075750351	-0.951250017	3.0000000000	24.8099994659	-6.9699997902
-5.921750069	19.072750092	-0.949500024	3.0000000000	23.8299999237	-7.9499998093
-5.920499802	19.072750092	-0.949500024	1.0000000000	24.8999996185	-6.8800001144
-5.920249939	19.073499680	-0.949750006	1.0000000000	24.6900005341	-7.0900001526
-5.925749779	19.072000504	-0.947000027	2.0000000000	23.4200000763	-8.3599996567
-5.924250126	19.072500229	-0.945749998	2.0000000000	23.8199996948	-7.9600000381
-5.922500134	19.073499680	-0.944249988	0.0000000000	24.3199996948	-7.4600000381
-5.921750069	19.072500229	-0.945999980	1.0000000000	24.2199993134	-7.5599999428
-5.921750069	19.074499130	-0.944249988	0.0000000000	24.2000007629	-7.5799999237
-5.920750141	19.074499130	-0.944750011	1.0000000000	24.5400009155	-7.2399997711
-5.923749924	19.076499939	-0.947499990	2.0000000000	24.2000007629	-7.5799999237
-5.920499802	19.076000214	-0.948000014	1.0000000000	25.1000003815	-6.6799998283
-5.924499989	19.072000504	-0.944000006	2.0000000000	23.7600002289	-8.0200004578
-5.924250126	19.072000504	-0.942499995	1.0000000000	24.4200000763	-7.3600001335
-5.922249794	19.073249817	-0.942749977	3.0000000000	25.0499992371	-6.7300000191
-5.920750141	19.075250626	-0.943000019	4.0000000000	24.5599994659	-7.2199997902
-5.920750141	19.073499680	-0.941999972	1.0000000000	24.6399993896	-7.1399998665
-5.921500206	19.074499130	-0.940999985	2.0000000000	25.1299991608	-6.6500000954
-5.921000004	19.077249527	-0.941749990	2.0000000000	24.0900001526	-7.6900000572
-5.920249939	19.072000504	-0.939999998	2.0000000000	24.6000003815	-7.1799998283
-5.920249939	19.072250366	-0.938000023	2.0000000000	24.9699993134	-6.8099999428
-5.921500206	19.076749802	-0.939499974	1.0000000000	24.7099990845	-7.0700001717
-5.920249939	19.076000214	-0.938250005	1.0000000000	24.0100002289	-7.7699999809
-5.923250198	19.072999954	-0.934249997	3.0000000000	25.3600006104	-6.4200000763
-5.920249939	19.072999954	-0.934750021	1.0000000000	25.4699993134	-6.3099999428
-5.920499802	19.074249268	-0.935999990	1.0000000000	24.7500000000	-7.0300002098
-5.921750069	19.072999954	-0.932749987	3.0000000000	26.2900009155	-5.4899997711
-5.920499802	19.075750351	-0.933000028	3.0000000000	25.9699993134	-5.8099999428
-5.920249939	19.077999115	-0.935999990	1.0000000000	23.6900005341	-8.0900001526
-5.920750141	19.076499939	-0.928250015	0.0000000000	24.5100002289	-7.2699999809
-5.918000221	19.072000504	-0.958249986	1.0000000000	20.3899993896	-7.0999999046
-5.917250156	19.077749252	-0.958750010	1.0000000000	20.8600006104	-6.6300001144
-5.919250011	19.077999115	-0.959249973	2.0000000000	24.7199993134	-7.0599999428
-5.918749809	19.077999115	-0.958249986	2.0000000000	24.4099998474	-7.3699998856
-5.916999817	19.079000473	-0.959249973	2.0000000000	24.6100006104	-7.1700000763
-5.919750214	19.076499939	-0.956250012	0.0000000000	24.6700000763	-7.1100001335
-5.918250084	19.076999664	-0.956499994	2.0000000000	24.4200000763	-7.3600001335
-5.919000149	19.079500198	-0.956250012	2.0000000000	24.8400001526	-6.9400000572
-5.917749882	19.078500748	-0.956499994	1.0000000000	16.7600002289	-6.6799998283
-5.918749809	19.073249817	-0.954999983	3.0000000000	24.1700000763	-7.6100001335
-5.919750214	19.072500229	-0.952499986	2.0000000000	20.6399993896	-6.8499999046
-5.916500092	19.076499939	-0.955749989	3.0000000000	18.0100002289	-5.4299998283
-5.919250011	19.078250885	-0.954500020	0.0000000000	24.6499996185	-7.1300001144
-5.916250229	19.077999115	-0.954500020	2.0000000000	23.8500003815	-7.9299998283
-5.918250084	19.076999664	-0.953999996	2.0000000000	24.0300006866	-7.7500000000
-5.919000149	19.081249237	-0.959249973	0.0000000000	24.5900001526	-7.1900000572
-5.916749954	19.082500458	-0.959500015	1.0000000000	25.5200004578	-6.2600002289
-5.916749954	19.082250595	-0.958249986	0.0000000000	25.3899993896	-6.3899998665
-5.917500019	19.079999924	-0.956749976	1.0000000000	24.4099998474	-7.3699998856
-5.917749882	19.081249237	-0.956499994	3.0000000000	24.6800003052	-7.0999999046
-5.916749954	19.083749771	-0.956749976	3.0000000000	25.1800003052	-6.5999999046
-5.915999889	19.081499100	-0.958500028	4.0000000000	24.8299999237	-6.9499998093
-5.914750099	19.082500458	-0.958999991	2.0000000000	25.7500000000	-6.0300002098
-5.913499832	19.082500458	-0.958999991	2.0000000000	25.0599994659	-6.7199997902
-5.914249897	19.083749771	-0.956749976	5.0000000000	25.2500000000	-6.5300002098
-5.915750027	19.084249496	-0.959749997	2.0000000000	25.4400005341	-6.3400001526
-5.914249897	19.086000443	-0.958750010	1.0000000000	25.0200004578	-6.7600002289
-5.913249969	19.086250305	-0.959749997	2.0000000000	24.5900001526	-7.1900000572
-5.912499905	19.083999634	-0.958000004	1.0000000000	21.0900001526	-6.4000000954
-5.915500164	19.086750031	-0.956749976	2.0000000000	25.2000007629	-6.5799999237
-5.913249969	19.086250305	-0.957499981	1.0000000000	25.0100002289	-6.7699999809
-5.913249969	19.086999893	-0.957249999	2.0000000000	24.9599990845	-6.8200001717
-5.918250084	19.080999374	-0.954500020	1.0000000000	24.5100002289	-7.2699999809
-5.916250229	19.082000732	-0.955999970	0.0000000000	24.8199996948	-6.9600000381
-5.916999817	19.083250046	-0.954750001	2.0000000000	24.8099994659	-6.9699997902
-5.919000149	19.079999924	-0.953499973	3.0000000000	24.5100002289	-7.2699999809
-5.917500019	19.082250595	-0.953750014	2.0000000000	24.3999996185	-7.3800001144
-5.916250229	19.082000732	-0.953999996	1.0000000000	24.3799991608	-7.4000000954
-5.914750099	19.083749771	-0.955500007	2.0000000000	25.4899997711	-6.2899999619
-5.914500237	19.083749771	-0.953999996	1.0000000000	25.0799999237	-6.6999998093
-5.914000034	19.082250595	-0.952250004	2.0000000000	24.6499996185	-7.1300001144
-5.916250229	19.084249496	-0.953999996	1.0000000000	24.8500003815	-6.9299998283
-5.913750172	19.085750580	-0.955500007	0.0000000000	24.8899993896	-6.8899998665
-5.913750172	19.084249496	-0.954249978	3.0000000000	25.4799995422	-6.3000001907
-5.912749767	19.085500717	-0.954999983	2.0000000000	25.1100006104	-6.6700000763
-5.912499905	19.086000443	-0.954750001	1.0000000000	24.9400005341	-6.8400001526
-5.913249969	19.086500168	-0.952750027	4.0000000000	24.9799995422	-6.8000001907
-5.914000034	19.086000443	-0.952499986	4.0000000000	25.0499992371	-6.7300000191
-5.912250042	19.087749481	-0.952750027	5.0000000000	24.6700000763	-7.1100001335
-5.911749840	19.087749481	-0.959249973	4.0000000000	24.5100002289	-7.2699999809
-5.911749840	19.085500717	-0.958000004	2.0000000000	16.9300003052	-6.5100002289
-5.908500195	19.087249756	-0.957249999	0.0000000000	17.0100002289	-6.4200000763
-5.906750202	19.083000183	-0.954249978	1.0000000000	13.6700000763	-6.5999999046
-5.911250114	19.086999893	-0.954500020	2.0000000000	25.4200000763	-6.3600001335
-5.919750214	19.074499130	-0.951499999	6.0000000000	25.0699996948	-6.7100000381
-5.919000149	19.075750351	-0.949999988	5.0000000000	24.9200000763	-6.8600001335
-5.919750214	19.074750900	-0.948750019	4.0000000000	24.8899993896	-6.8899998665
-5.918499947	19.076999664	-0.951749980	3.0000000000	24.6499996185	-7.1300001144
-5.916749954	19.077249527	-0.951749980	1.0000000000	20.7500000000	-6.7399997711
-5.918749809	19.077999115	-0.951499999	2.0000000000	24.1499996185	-7.6300001144
-5.918000221	19.076999664	-0.949249983	1.0000000000	24.5699996948	-7.2100000381
-5.919750214	19.078500748	-0.948249996	2.0000000000	25.1700000763	-6.6100001335
-5.916749954	19.079250336	-0.949750006	1.0000000000	24.1000003815	-7.6799998283
-5.920000076	19.072000504	-0.947250009	2.0000000000	24.7500000000	-7.0300002098
-5.918499947	19.072999954	-0.947000027	4.0000000000	24.2800006866	-7.5000000000
-5.920000076	19.073999405	-0.946500003	0.0000000000	24.8999996185	-6.8800001144
-5.919499874	19.074499130	-0.944249988	3.0000000000	23.9899997711	-7.7899999619
-5.919750214	19.077249527	-0.946500003	1.0000000000	24.7199993134	-7.0599999428
-5.919000149	19.078500748	-0.946749985	3.0000000000	24.4400005341	-7.3400001526
-5.917250156	19.079250336	-0.947499990	1.0000000000	24.2700004578	-7.5100002289
-5.920000076	19.077249527	-0.944750011	2.0000000000	24.4799995422	-7.3000001907
-5.918499947	19.077749252	-0.944750011	2.0000000000	24.4099998474	-7.3699998856
-5.918749809	19.079750061	-0.944999993	2.0000000000	24.5799999237	-7.1999998093
-5.916250229	19.079500198	-0.945500016	2.0000000000	24.9500007629	-6.8299999237
-5.916749954	19.079250336	-0.944999993	1.0000000000	24.4599990845	-7.3200001717
-5.915500164	19.076499939	-0.945249975	1.0000000000	20.6100006104	-6.8800001144
-5.915999889	19.076749802	-0.944500029	0.0000000000	17.9599990845	-5.4800000191
-5.918250084	19.080499649	-0.951499999	2.0000000000	24.4200000763	-7.3600001335
-5.917749882	19.080249786	-0.951749980	2.0000000000	23.6100006104	-8.1700000763
-5.916999817	19.080999374	-0.950250030	0.0000000000	23.8600006104	-7.9200000763
-5.916749954	19.082250595	-0.951749980	2.0000000000	24.1499996185	-7.6300001144
-5.919000149	19.080249786	-0.949999988	2.0000000000	24.6399993896	-7.1399998665
-5.918250084	19.080249786	-0.948499978	3.0000000000	24.7399997711	-7.0399999619
-5.916749954	19.082250595	-0.948750019	3.0000000000	24.3199996948	-7.4600000381
-5.914999962	19.079999924	-0.952000022	2.0000000000	24.3799991608	-7.4000000954
-5.913000107	19.081750870	-0.952000022	1.0000000000	24.9099998474	-6.8699998856
-5.915249825	19.082500458	-0.950749993	3.0000000000	24.1299991608	-7.6500000954
-5.915750027	19.081249237	-0.949500024	1.0000000000	24.2999992371	-7.4800000191
-5.913499832	19.082500458	-0.949750006	2.0000000000	24.7299995422	-7.0500001907
-5.914000034	19.083999634	-0.950999975	2.0000000000	24.6700000763	-7.1100001335
-5.912499905	19.083999634	-0.950999975	3.0000000000	21.3700008392	-6.1199998856
-5.913499832	19.087499619	-0.950999975	1.0000000000	24.7199993134	-7.0599999428
-5.915750027	19.084499359	-0.949000001	1.0000000000	24.2900009155	-7.4899997711
-5.913750172	19.086000443	-0.949249983	2.0000000000	25.0499992371	-6.7300000191
-5.913000107	19.086250305	-0.948249996	1.0000000000	24.9400005341	-6.8400001526
-5.919250011	19.080999374	-0.946250021	4.0000000000	24.7999992371	-6.9800000191
-5.916999817	19.081499100	-0.946749985	3.0000000000	24.7800006866	-7.0000000000
-5.916500092	19.082250595	-0.944500029	2.0000000000	24.5200004578	-7.2600002289
-5.915750027	19.081499100	-0.947000027	1.0000000000	24.5100002289	-7.2699999809
-5.913750172	19.083000183	-0.947250009	1.0000000000	24.6299991608	-7.1500000954
-5.914999962	19.082000732	-0.945500016	1.0000000000	24.6700000763	-7.1100001335
-5.916749954	19.084999084	-0.946749985	1.0000000000	24.7299995422	-7.0500001907
-5.914500237	19.085750580	-0.947250009	2.0000000000	25.3400001526	-6.4400000572
-5.912250042	19.086000443	-0.947749972	3.0000000000	25.4200000763	-6.3600001335
-5.914750099	19.084999084	-0.945749998	1.0000000000	25.2600002289	-6.5199999809
-5.914999962	19.084999084	-0.944750011	3.0000000000	24.4799995422	-7.3000001907
-5.912749767	19.085750580	-0.945999980	2.0000000000	24.8999996185	-6.8800001144
-5.912749767	19.086250305	-0.945999980	4.0000000000	25.1900005341	-6.5900001526
-5.911499977	19.083749771	-0.950749993	4.0000000000	24.8299999237	-6.9499998093
-5.912000179	19.086500168	-0.949500024	1.0000000000	25.2700004578	-6.5100002289
-5.911499977	19.087249756	-0.949999988	3.0000000000	25.4500007629	-6.3299999237
-5.911499977	19.087499619	-0.949000001	3.0000000000	15.5900001526	-8.1499996185
-5.909999847	19.083000183	-0.945749998	3.0000000000	21.9699993134	-5.5199999809
-5.908750057	19.084999084	-0.946250021	2.0000000000	17.7099990845	-5.7300000191
-5.911749840	19.087749481	-0.947499990	4.0000000000	25.7399997711	-6.0399999619
-5.910749912	19.087499619	-0.946500003	4.0000000000	25.1599998474	-6.6199998856
-5.910749912	19.087749481	-0.944750011	4.0000000000	25.4699993134	-6.3099999428
-5.913000107	19.088249207	-0.958999991	2.0000000000	24.9699993134	-6.8099999428
-5.912749767	19.089750290	-0.957499981	3.0000000000	24.8799991608	-6.9000000954
-5.912749767	19.089500427	-0.956250012	3.0000000000	25.1200008392	-6.6599998474
-5.912250042	19.092750549	-0.957499981	1.0000000000	24.7399997711	-7.0399999619
-5.912499905	19.087999344	-0.955749989	1.0000000000	24.8700008392	-6.9099998474
-5.912250042	19.089000702	-0.952250004	0.0000000000	25.1399993896	-6.6399998665
-5.912000179	19.090749741	-0.959249973	1.0000000000	24.9300003052	-6.8499999046
-5.909999847	19.090000153	-0.958000004	2.0000000000	25.2299995422	-6.5500001907
-5.907499790	19.089000702	-0.958999991	1.0000000000	21.3099994659	-6.1799998283
-5.907499790	19.090250015	-0.957000017	1.0000000000	25.5900001526	-6.1900000572
-5.908750057	19.091999054	-0.958750010	2.0000000000	25.1200008392	-6.6599998474
-5.911749840	19.094749451	-0.958999991	2.0000000000	24.6399993896	-7.1399998665
-5.908999920	19.093999863	-0.959500015	1.0000000000	24.9699993134	-6.8099999428
-5.910250187	19.092250824	-0.956250012	0.0000000000	24.7999992371	-6.9800000191
-5.909749985	19.093250275	-0.957750022	2.0000000000	24.8700008392	-6.9099998474
-5.907999992	19.094749451	-0.958249986	4.0000000000	25.3299999237	-6.4499998093
-5.906000137	19.095500946	-0.958750010	2.0000000000	25.6599998474	-6.1199998856
-5.907499790	19.093999863	-0.957499981	2.0000000000	25.2900009155	-6.4899997711
-5.905250072	19.095500946	-0.957000017	6.0000000000	25.1299991608	-6.6500000954
-5.910999775	19.087999344	-0.954999983	4.0000000000	24.8899993896	-6.8899998665
-5.911749840	19.091249466	-0.955749989	2.0000000000	24.9300003052	-6.8499999046
-5.909999847	19.090000153	-0.955749989	3.0000000000	25.5900001526	-6.1900000572
-5.909500122	19.090000153	-0.954999983	6.0000000000	25.0400009155	-6.7399997711
-5.908249855	19.091249466	-0.954249978	4.0000000000	25.7199993134	-6.0599999428
-5.909500122	19.089250565	-0.953499973	3.0000000000	25.1399993896	-6.6399998665
-5.909500122	19.089500427	-0.953000009	2.0000000000	21.5599994659	-5.9299998283
-5.911749840	19.090749741	-0.952750027	1.0000000000	24.6700000763	-7.1100001335
-5.909500122	19.093750000	-0.954999983	6.0000000000	25.3299999237	-6.4499998093
-5.908249855	19.095500946	-0.955250025	4.0000000000	25.8600006104	-5.9200000763
-5.910749912	19.093250275	-0.952750027	1.0000000000	25.2999992371	-6.4800000191
-5.908750057	19.093999863	-0.953499973	2.0000000000	25.7999992371	-5.9800000191
-5.906499863	19.092750549	-0.955749989	1.0000000000	25.6399993896	-6.1399998665
-5.906250000	19.091999054	-0.953249991	4.0000000000	25.4699993134	-6.3099999428
-5.905499935	19.094249725	-0.953999996	1.0000000000	20.7900009155	-6.6999998093
-5.904500008	19.094499588	-0.952499986	1.0000000000	25.0599994659	-6.7199997902
-5.908999920	19.098249435	-0.956250012	3.0000000000	25.7700004578	-6.0100002289
-5.905499935	19.096000671	-0.958999991	3.0000000000	25.5599994659	-6.2199997902
-5.904749870	19.097749710	-0.958750010	1.0000000000	25.6900005341	-6.0900001526
-5.905499935	19.097249985	-0.957000017	1.0000000000	25.7999992371	-5.9800000191
-5.904749870	19.098749161	-0.957750022	3.0000000000	25.6499996185	-6.1300001144
-5.909749985	19.096250534	-0.955999970	2.0000000000	25.3700008392	-6.4099998474
-5.905749798	19.096500397	-0.954500020	2.0000000000	24.9500007629	-6.8299999237
-5.907249928	19.098499298	-0.955250025	2.0000000000	25.7199993134	-6.0599999428
-5.904500008	19.098249435	-0.955749989	5.0000000000	25.7700004578	-6.0100002289
-5.907750130	19.097000122	-0.953499973	6.0000000000	25.4599990845	-6.3200001717
-5.905250072	19.097000122	-0.953999996	3.0000000000	25.1000003815	-6.6799998283
-5.905000210	19.100250244	-0.953750014	2.0000000000	25.0400009155	-6.7399997711
-5.905749798	19.100000381	-0.952250004	2.0000000000	24.6299991608	-7.1500000954
-5.912499905	19.090000153	-0.950999975	0.0000000000	24.7299995422	-7.0500001907
-5.913499832	19.088249207	-0.944249988	4.0000000000	25.5599994659	-6.2199997902
-5.909500122	19.089250565	-0.950999975	2.0000000000	24.9200000763	-6.8600001335
-5.910749912	19.091499329	-0.951499999	1.0000000000	25.1399993896	-6.6399998665
-5.908750057	19.088249207	-0.948750019	3.0000000000	25.5100002289	-6.2699999809
