//X	Y	Z	Deviation[]	Amplitude[dB]	Reflectance[dB]
-5.756499767	19.040000916	-1.256000042	2.0000000000	22.6399993896	-7.9200000763
-5.756750107	19.040000916	-1.252750039	3.0000000000	22.2999992371	-8.2600002289
-5.759250164	19.045000076	-1.255499959	2.0000000000	23.2399997711	-7.3099999428
-5.759749889	19.041250229	-1.248999953	3.0000000000	22.1800003052	-8.3699998856
-5.759500027	19.014749527	-1.246749997	2.0000000000	23.7199993134	-6.8400001526
-5.758999825	19.014249802	-1.243499994	2.0000000000	23.6700000763	-6.8899998665
-5.758250237	19.017250061	-1.247750044	1.0000000000	23.4699993134	-7.0900001526
-5.758999825	19.017499924	-1.244250059	3.0000000000	23.5200004578	-7.0399999619
-5.757500172	19.020250320	-1.245499969	2.0000000000	23.0400009155	-7.5199999809
-5.757999897	19.017000198	-1.240249991	2.0000000000	23.6599998474	-6.9000000954
-5.760000229	19.021749496	-1.242249966	4.0000000000	23.7999992371	-6.7600002289
-5.759250164	19.009750366	-1.236999989	2.0000000000	24.2199993134	-6.3400001526
-5.760000229	19.014999390	-1.239750028	1.0000000000	23.7299995422	-6.8299999237
-5.759500027	19.017749786	-1.236999989	4.0000000000	23.2700004578	-7.2899999619
-5.758500099	19.020999908	-1.238499999	4.0000000000	23.9599990845	-6.5999999046
-5.758500099	19.020999908	-1.235000014	1.0000000000	23.4599990845	-7.0999999046
-5.757249832	19.024999619	-1.244500041	1.0000000000	23.1000003815	-7.4600000381
-5.757999897	19.029499054	-1.247249961	2.0000000000	18.5100002289	-8.2399997711
-5.756499767	19.031499863	-1.245749950	1.0000000000	24.0799999237	-6.4800000191
-5.757750034	19.025249481	-1.241250038	2.0000000000	23.9099998474	-6.6500000954
-5.757750034	19.037000656	-1.248000026	4.0000000000	22.2999992371	-8.2600002289
-5.756249905	19.036249161	-1.244750023	1.0000000000	21.9699993134	-8.5900001526
-5.757500172	19.031999588	-1.242750049	2.0000000000	23.7800006866	-6.7800002098
-5.756000042	19.036249161	-1.240749955	3.0000000000	22.2600002289	-8.3000001907
-5.760000229	19.026250839	-1.237249970	2.0000000000	23.8299999237	-6.7300000191
-5.759250164	19.029249191	-1.238999963	2.0000000000	24.1000003815	-6.4600000381
-5.758500099	19.030000687	-1.239500046	1.0000000000	19.0499992371	-7.6999998093
-5.758749962	19.025499344	-1.233250022	1.0000000000	23.0200004578	-7.5399999619
-5.760000229	19.029499054	-1.235749960	2.0000000000	24.0100002289	-6.5500001907
-5.758250237	19.032499313	-1.238999963	3.0000000000	22.6100006104	-7.9499998093
-5.758500099	19.037250519	-1.237249970	1.0000000000	22.1900005341	-8.3699998856
-5.757750034	19.032249451	-1.235499978	1.0000000000	23.1100006104	-7.4499998093
-5.759500027	19.032499313	-1.233000040	2.0000000000	18.1299991608	-8.6199998856
-5.758749962	19.037500381	-1.233999968	3.0000000000	23.8500003815	-6.7100000381
-5.760000229	19.010250092	-1.230250001	1.0000000000	24.9799995422	-5.5799999237
-5.758999825	19.013999939	-1.228500009	2.0000000000	24.3299999237	-6.2300000191
-5.758999825	19.017499924	-1.229750037	1.0000000000	23.6100006104	-6.9499998093
-5.759749889	19.021249771	-1.231750011	1.0000000000	23.6200008392	-6.9400000572
-5.760000229	19.021749496	-1.227749944	1.0000000000	23.5000000000	-7.0599999428
-5.758999825	19.009500504	-1.222249985	3.0000000000	23.7099990845	-6.8499999046
-5.759250164	19.021249771	-1.220749974	3.0000000000	23.7399997711	-6.8200001717
-5.757999897	19.017000198	-1.218750000	2.0000000000	24.1599998474	-6.4000000954
-5.758250237	19.025249481	-1.230250001	1.0000000000	22.7099990845	-7.8499999046
-5.759250164	19.029499054	-1.231750011	4.0000000000	23.4599990845	-7.0999999046
-5.759749889	19.029499054	-1.228250027	2.0000000000	23.1700000763	-7.3899998665
-5.758749962	19.025749207	-1.226750016	1.0000000000	23.0599994659	-7.5000000000
-5.759250164	19.031000137	-1.225999951	2.0000000000	17.1399993896	-9.6099996567
-5.758500099	19.032499313	-1.231999993	2.0000000000	24.3400001526	-6.2199997902
-5.760000229	19.038249969	-1.230499983	2.0000000000	25.0499992371	-5.5100002289
-5.759749889	19.033250809	-1.224750042	1.0000000000	23.1299991608	-7.4299998283
-5.760000229	19.026250839	-1.219249964	3.0000000000	24.7399997711	-5.8200001717
-5.759250164	19.029499054	-1.218999982	6.0000000000	15.5799999237	-11.1700000763
-5.758999825	19.029249191	-1.217499971	1.0000000000	24.3400001526	-6.2199997902
-5.759250164	19.041250229	-1.245249987	1.0000000000	22.5900001526	-7.9699997902
-5.793499947	19.086750031	-1.272500038	2.0000000000	23.1700000763	-8.6099996567
-5.793000221	19.087499619	-1.271250010	3.0000000000	23.8400001526	-7.9400000572
-5.794000149	19.087249756	-1.270249963	5.0000000000	23.3700008392	-8.4099998474
-5.793749809	19.087249756	-1.268000007	4.0000000000	23.6499996185	-8.1300001144
-5.792500019	19.087249756	-1.264500022	3.0000000000	24.0599994659	-7.7199997902
-5.815999985	19.095750809	-1.275750041	3.0000000000	24.5000000000	-7.2800002098
-5.815750122	19.095500946	-1.273499966	2.0000000000	24.0599994659	-7.7199997902
-5.809750080	19.095249176	-1.272750020	3.0000000000	23.6299991608	-8.1499996185
-5.823249817	19.099500656	-1.279500008	3.0000000000	23.9200000763	-7.8600001335
-5.821000099	19.099750519	-1.279749990	3.0000000000	23.8999996185	-7.8800001144
-5.823500156	19.099500656	-1.277250051	1.0000000000	23.6700000763	-8.1099996567
-5.817999840	19.098749161	-1.279500008	1.0000000000	23.7299995422	-8.0500001907
-5.817249775	19.097749710	-1.277750015	4.0000000000	24.0200004578	-7.7600002289
-5.817749977	19.099250793	-1.276749969	2.0000000000	23.9899997711	-7.7899999619
-5.823249817	19.101999283	-1.278499961	2.0000000000	24.0599994659	-7.7199997902
-5.820499897	19.102249146	-1.279250026	2.0000000000	23.6800003052	-8.1000003815
-5.823750019	19.101499557	-1.276250005	0.0000000000	12.9799995422	-14.4799995422
-5.821249962	19.100250244	-1.277250051	2.0000000000	23.4400005341	-8.3400001526
-5.823249817	19.103500366	-1.276749969	2.0000000000	24.0400009155	-7.7399997711
-5.816750050	19.100749969	-1.278499961	1.0000000000	23.5699996948	-8.2100000381
-5.818999767	19.100749969	-1.277750015	1.0000000000	23.8500003815	-7.9299998283
-5.822500229	19.098249435	-1.275249958	4.0000000000	23.7099990845	-8.0699996948
-5.822249889	19.098249435	-1.272500038	3.0000000000	23.7199993134	-8.0600004196
-5.819749832	19.097999573	-1.275500059	2.0000000000	24.1100006104	-7.6700000763
-5.818749905	19.099000931	-1.274500012	2.0000000000	24.0900001526	-7.6900000572
-5.819250107	19.097249985	-1.273000002	2.0000000000	24.2500000000	-7.5300002098
-5.817500114	19.098499298	-1.273000002	3.0000000000	24.0300006866	-7.7500000000
-5.821750164	19.101249695	-1.275750041	4.0000000000	23.9300003052	-7.8499999046
-5.822500229	19.100500107	-1.273249984	1.0000000000	23.8799991608	-7.9000000954
-5.817500114	19.100999832	-1.274500012	1.0000000000	24.0900001526	-7.6900000572
-5.814499855	19.098749161	-1.278499961	1.0000000000	23.9699993134	-7.8099999428
-5.812250137	19.098749161	-1.279999971	2.0000000000	23.2600002289	-8.5200004578
-5.815000057	19.099250793	-1.277500033	1.0000000000	24.0400009155	-7.7399997711
-5.811500072	19.097749710	-1.279000044	3.0000000000	23.3899993896	-8.3900003433
-5.811250210	19.097499847	-1.278749943	2.0000000000	23.3799991608	-8.3999996185
-5.809249878	19.098499298	-1.279250026	3.0000000000	23.2600002289	-8.5200004578
-5.809999943	19.098499298	-1.279000044	4.0000000000	23.0200004578	-8.7600002289
-5.810999870	19.097249985	-1.276749969	3.0000000000	23.1499996185	-8.6300001144
-5.809999943	19.097749710	-1.276999950	3.0000000000	22.9200000763	-8.8599996567
-5.809500217	19.098249435	-1.276749969	2.0000000000	23.2099990845	-8.5699996948
-5.813749790	19.099500656	-1.275750041	2.0000000000	23.8700008392	-7.9099998474
-5.813749790	19.097749710	-1.273749948	3.0000000000	23.5900001526	-8.1899995804
-5.815000057	19.099250793	-1.273499966	1.0000000000	23.9899997711	-7.7899999619
-5.815249920	19.099500656	-1.272250056	1.0000000000	23.9400005341	-7.8400001526
-5.810999870	19.097249985	-1.274500012	2.0000000000	23.4300003052	-8.3500003815
-5.808499813	19.096750259	-1.274000049	3.0000000000	23.5200004578	-8.2600002289
-5.815249920	19.100000381	-1.275750041	0.0000000000	23.7800006866	-8.0000000000
-5.813749790	19.100749969	-1.272500038	2.0000000000	23.6900005341	-8.0900001526
-5.814750195	19.102249146	-1.273499966	2.0000000000	23.4599990845	-8.3199996948
-5.810249805	19.100000381	-1.274999976	1.0000000000	23.1700000763	-8.6099996567
-5.820250034	19.095249176	-1.266250014	2.0000000000	24.5699996948	-7.2100000381
-5.809249878	19.094749451	-1.267750025	3.0000000000	23.4099998474	-8.3699998856
-5.810249805	19.095750809	-1.264999986	1.0000000000	23.5499992371	-8.2299995422
-5.820499897	19.099250793	-1.270750046	2.0000000000	23.6900005341	-8.0900001526
-5.822999954	19.099250793	-1.269749999	3.0000000000	23.8999996185	-7.8800001144
-5.821499825	19.099500656	-1.268499970	1.0000000000	24.0799999237	-7.6999998093
-5.819250107	19.097249985	-1.271000028	0.0000000000	23.8700008392	-7.9099998474
-5.817249775	19.097749710	-1.270750046	1.0000000000	23.7900009155	-7.9899997711
-5.818500042	19.099750519	-1.271250010	2.0000000000	23.8099994659	-7.9699997902
-5.818999767	19.097249985	-1.268499970	4.0000000000	24.1700000763	-7.6100001335
-5.816500187	19.096750259	-1.268249989	2.0000000000	23.9400005341	-7.8400001526
-5.821750164	19.100999832	-1.271749973	1.0000000000	24.0499992371	-7.7300000191
-5.820499897	19.101749420	-1.268499970	1.0000000000	23.7000007629	-8.0799999237
-5.817500114	19.101249695	-1.269500017	1.0000000000	23.3799991608	-8.3999996185
-5.822000027	19.097999573	-1.268000007	1.0000000000	24.2999992371	-7.4800000191
-5.820750237	19.099000931	-1.265499949	3.0000000000	24.5100002289	-7.2699999809
-5.818999767	19.097249985	-1.267500043	0.0000000000	24.6100006104	-7.1700000763
-5.817500114	19.099250793	-1.267750025	1.0000000000	23.9400005341	-7.8400001526
-5.817249775	19.097999573	-1.266250014	2.0000000000	24.4500007629	-7.3299999237
-5.819250107	19.097749710	-1.265750051	1.0000000000	24.5100002289	-7.2699999809
-5.816500187	19.096750259	-1.266000032	3.0000000000	23.9400005341	-7.8400001526
-5.817249775	19.099500656	-1.264500022	2.0000000000	24.2099990845	-7.5700001717
-5.823500156	19.100000381	-1.266250014	1.0000000000	24.0900001526	-7.6900000572
-5.816500187	19.100250244	-1.266749978	0.0000000000	24.2000007629	-7.5799999237
-5.813499928	19.097249985	-1.271250010	1.0000000000	23.8099994659	-7.9699997902
-5.813749790	19.099750519	-1.270499945	0.0000000000	23.5200004578	-8.2600002289
-5.813749790	19.097749710	-1.269000053	1.0000000000	23.4599990845	-8.3199996948
-5.815499783	19.099750519	-1.268249989	1.0000000000	23.7000007629	-8.0799999237
-5.808750153	19.097749710	-1.270249963	2.0000000000	23.8700008392	-7.9099998474
-5.810750008	19.097000122	-1.269999981	3.0000000000	23.2399997711	-8.5399999619
-5.809750080	19.098749161	-1.268249989	1.0000000000	23.9599990845	-7.8200001717
-5.813000202	19.100250244	-1.269000053	1.0000000000	23.7600002289	-8.0200004578
-5.813749790	19.097749710	-1.266749978	1.0000000000	23.2900009155	-8.4899997711
-5.813000202	19.099000931	-1.267500043	5.0000000000	23.9500007629	-7.8299999237
-5.813250065	19.097000122	-1.264500022	0.0000000000	23.6499996185	-8.1300001144
-5.810249805	19.096750259	-1.264750004	3.0000000000	23.4300003052	-8.3500003815
-5.811500072	19.098749161	-1.266000032	2.0000000000	23.3999996185	-8.3800001144
-5.815249920	19.100250244	-1.264999986	1.0000000000	23.8999996185	-7.8800001144
-5.804249763	19.094999313	-1.279500008	4.0000000000	23.1399993896	-8.6400003433
-5.802750111	19.094749451	-1.279000044	2.0000000000	23.5799999237	-8.1999998093
-5.802999973	19.093500137	-1.277750015	1.0000000000	23.7800006866	-8.0000000000
-5.801499844	19.094499588	-1.277500033	1.0000000000	23.8700008392	-7.9099998474
-5.801499844	19.094249725	-1.276250005	3.0000000000	24.0200004578	-7.7600002289
-5.807000160	19.094249725	-1.275500059	6.0000000000	23.6900005341	-8.0900001526
-5.807000160	19.094499588	-1.273000002	5.0000000000	23.6700000763	-8.1099996567
-5.807750225	19.095249176	-1.272250056	6.0000000000	23.6100006104	-8.1700000763
-5.802249908	19.092250824	-1.275249958	1.0000000000	24.0799999237	-7.6999998093
-5.801000118	19.093999863	-1.275500059	1.0000000000	23.7999992371	-7.9800000191
-5.802999973	19.093250275	-1.272750020	1.0000000000	23.9799995422	-7.8000001907
-5.800499916	19.093750000	-1.272500038	3.0000000000	23.9400005341	-7.8400001526
-5.802999973	19.095750809	-1.273499966	1.0000000000	23.9799995422	-7.8000001907
-5.798999786	19.091249466	-1.278499961	1.0000000000	23.7000007629	-8.0799999237
-5.796500206	19.090999603	-1.276749969	2.0000000000	23.6599998474	-8.1199998856
-5.795499802	19.089250565	-1.279250026	3.0000000000	24.0300006866	-7.7500000000
-5.795499802	19.089750290	-1.279500008	3.0000000000	24.1200008392	-7.6599998474
-5.794000149	19.091499329	-1.279749990	3.0000000000	23.8700008392	-7.9099998474
-5.793749809	19.090749741	-1.278499961	3.0000000000	23.6599998474	-8.1199998856
-5.795750141	19.090000153	-1.277999997	5.0000000000	24.2299995422	-7.5500001907
-5.793499947	19.090000153	-1.276250005	0.0000000000	23.5400009155	-8.2399997711
-5.797749996	19.091749191	-1.275249958	2.0000000000	23.8199996948	-7.9600000381
-5.796500206	19.091749191	-1.273749948	2.0000000000	23.3899993896	-8.3900003433
-5.795750141	19.089750290	-1.274250031	1.0000000000	23.2700004578	-8.5100002289
-5.793499947	19.091249466	-1.274749994	4.0000000000	23.2600002289	-8.5200004578
-5.793250084	19.089750290	-1.273249984	2.0000000000	23.7999992371	-7.9800000191
-5.799749851	19.092500687	-1.273749948	4.0000000000	23.7299995422	-8.0500001907
-5.806499958	19.096500397	-1.277999997	2.0000000000	22.9599990845	-8.8199996948
-5.805749893	19.096750259	-1.276000023	2.0000000000	23.4799995422	-8.3000001907
-5.805500031	19.096500397	-1.274749994	1.0000000000	23.7999992371	-7.9800000191
-5.806000233	19.096500397	-1.272750020	2.0000000000	24.2600002289	-7.5199999809
-5.807750225	19.095500946	-1.270499945	6.0000000000	23.2299995422	-8.5500001907
-5.804500103	19.095249176	-1.271499991	2.0000000000	24.2000007629	-7.5799999237
-5.802249908	19.092750549	-1.270499945	2.0000000000	23.4899997711	-8.2899999619
-5.801750183	19.094749451	-1.270750046	3.0000000000	23.9799995422	-7.8000001907
-5.802249908	19.092250824	-1.268249989	0.0000000000	23.4699993134	-8.3100004196
-5.801249981	19.090749741	-1.266250014	1.0000000000	23.3700008392	-8.4099998474
-5.807250023	19.094999313	-1.268000007	4.0000000000	23.5300006866	-8.2500000000
-5.805749893	19.094499588	-1.267500043	3.0000000000	23.5400009155	-8.2399997711
-5.803249836	19.094499588	-1.266499996	4.0000000000	23.9099998474	-7.8699998856
-5.802249908	19.093750000	-1.265249968	4.0000000000	23.9500007629	-7.8299999237
-5.798250198	19.090000153	-1.271999955	3.0000000000	23.4699993134	-8.3100004196
-5.796999931	19.091749191	-1.271999955	5.0000000000	23.6000003815	-8.1800003052
-5.797749996	19.089500427	-1.269500017	3.0000000000	23.4099998474	-8.3699998856
-5.793749809	19.087999344	-1.269500017	1.0000000000	23.9599990845	-7.8200001717
-5.798999786	19.091999054	-1.269749999	3.0000000000	23.6000003815	-8.1800003052
-5.797500134	19.089250565	-1.266999960	1.0000000000	23.2999992371	-8.4799995422
-5.796249866	19.089750290	-1.265249968	2.0000000000	23.7999992371	-7.9800000191
-5.798250198	19.090499878	-1.264500022	1.0000000000	23.2800006866	-8.5000000000
-5.793499947	19.088249207	-1.267750025	0.0000000000	23.6200008392	-8.1599998474
-5.794750214	19.088499069	-1.265249968	0.0000000000	24.0100002289	-7.7699999809
-5.792749882	19.089000702	-1.266000032	3.0000000000	23.6000003815	-8.1800003052
-5.799499989	19.092750549	-1.267750025	1.0000000000	23.8099994659	-7.9699997902
-5.798500061	19.091999054	-1.266499996	2.0000000000	23.7299995422	-8.0500001907
-5.806250095	19.096750259	-1.269500017	2.0000000000	23.8299999237	-7.9499998093
-5.804749966	19.096500397	-1.267750025	2.0000000000	23.5400009155	-8.2399997711
-5.808000088	19.096250534	-1.265499949	1.0000000000	23.9200000763	-7.8600001335
-5.807499886	19.096000671	-1.265499949	2.0000000000	23.6200008392	-8.1599998474
-5.793250084	19.086250305	-1.263000011	4.0000000000	24.7500000000	-7.0300002098
-5.796000004	19.086750031	-1.260750055	0.0000000000	24.4799995422	-7.3000001907
-5.794250011	19.087749481	-1.260499954	2.0000000000	24.6399993896	-7.1399998665
-5.794000149	19.086999893	-1.260750055	1.0000000000	24.6700000763	-7.1100001335
-5.795249939	19.085750580	-1.258749962	0.0000000000	24.3700008392	-7.4099998474
-5.792749882	19.085750580	-1.258999944	2.0000000000	24.7800006866	-7.0000000000
-5.794750214	19.086500168	-1.258999944	4.0000000000	24.6499996185	-7.1300001144
-5.793250084	19.087749481	-1.259250045	3.0000000000	24.9099998474	-6.8699998856
-5.793000221	19.087499619	-1.257500052	3.0000000000	24.9400005341	-6.8400001526
-5.798999786	19.087749481	-1.252750039	1.0000000000	24.2500000000	-7.5300002098
-5.794750214	19.085250854	-1.253999949	2.0000000000	24.3799991608	-7.4000000954
-5.793499947	19.086750031	-1.253749967	1.0000000000	24.4500007629	-7.3299999237
-5.798500061	19.086999893	-1.250749946	0.0000000000	24.3099994659	-7.4699997902
-5.797999859	19.086500168	-1.248250008	1.0000000000	24.0300006866	-7.7500000000
-5.795499802	19.086250305	-1.251500010	1.0000000000	24.0300006866	-7.7500000000
-5.794000149	19.087749481	-1.251999974	1.0000000000	24.3400001526	-7.4400000572
-5.795000076	19.085500717	-1.248999953	3.0000000000	23.9500007629	-7.8299999237
-5.794750214	19.087499619	-1.249750018	1.0000000000	24.5699996948	-7.2100000381
-5.820499897	19.095500946	-1.263749957	2.0000000000	24.6000003815	-7.1799998283
-5.817999840	19.095750809	-1.259500027	2.0000000000	24.0000000000	-7.7800002098
-5.817749977	19.095249176	-1.256999969	3.0000000000	24.5400009155	-7.2399997711
-5.815750122	19.095500946	-1.264000058	2.0000000000	23.9500007629	-7.8299999237
-5.809249878	19.094499588	-1.263249993	3.0000000000	24.0799999237	-7.6999998093
-5.815750122	19.095750809	-1.259250045	1.0000000000	23.9400005341	-7.8400001526
-5.815249920	19.094999313	-1.256999969	3.0000000000	23.9699993134	-7.8099999428
-5.810999870	19.093500137	-1.258249998	1.0000000000	23.7099990845	-8.0699996948
-5.808249950	19.095249176	-1.258499980	1.0000000000	23.5900001526	-8.1899995804
-5.822000027	19.099250793	-1.263000011	4.0000000000	24.2600002289	-7.5199999809
-5.820750237	19.096250534	-1.261000037	1.0000000000	24.3500003815	-7.4299998283
-5.820750237	19.097000122	-1.260249972	1.0000000000	24.5799999237	-7.1999998093
-5.822750092	19.098749161	-1.261250019	1.0000000000	24.2900009155	-7.4899997711
